institution,cz_label,mean_completions,mean_airea_completions,mean_students_enrolled,rural,tribal,pct_airea_completions
University of New Mexico-Gallup Campus,"Gallup, NM",6.097643097643096,0.8097643097643096,2351.542087542089,1,2,0.13279955825510767
University of New Mexico-Los Alamos Campus,"Albuquerque, NM",3.046052631578948,0.4934210526315791,836.0526315789475,1,2,0.1619870410367171
University of New Mexico-Taos Campus,"Taos, NM",4.3575581395348815,0.8459302325581399,1356.125,1,2,0.1941294196130756
University of New Mexico-Valencia County Campus,"Albuquerque, NM",5.572916666666659,0.7520833333333343,2004.6124999999986,1,2,0.13495327102803775
University of Wisconsin Colleges,"Madison, WI",1184.8181818181818,0,13138.454545454546,0,2,0
Valencia College,"Orlando, FL",146.39804878048787,3.4731707317073126,44368.5131707317,0,2,0.023724159991469925
Valencia Community College,"Orlando, FL",154.25396825396828,3.9206349206349214,41583,0,2,0.025416752418193043
Vance-Granville Community College,"Raleigh, NC",12.603448275862059,1.6178160919540252,3513.48706896552,1,2,0.1283629730962155
Ventura College,"Los Angeles, CA",34.99732142857162,4.961607142857147,12528.483928571413,0,2,0.14177105390718614
Vermilion Community College,"Duluth, MN",6.693877551020409,3.6938775510204094,681.0238095238097,1,2,0.551829268292683
Vernon College,"Vernon, TX",17.971830985915478,1.7665995975855129,2876.309859154931,1,2,0.09829825347066734
Victor Valley College,"Los Angeles, CA",29.131414267834813,7.588235294117649,12195.30287859825,0,2,0.260482900842069
Victoria College,"Victoria, TX",22.296875,4.583333333333339,4079.302083333333,0,2,0.2055594487269332
Vincennes University,"Vincennes, IN",15.171159606332909,3.198973042361994,17726.516902011128,1,2,0.21085883514313858
Virginia Highlands Community College,"Johnson City, TN",11.969418960244653,1.9816513761467878,2428.599388379206,1,2,0.16555952989269274
Virginia Peninsula Community College,"Newport News, VA",23.060869565217395,4.373913043478257,5988.373913043478,0,2,0.18966817496229244
Virginia Western Community College,"Roanoke, VA",16.855769230769226,3.7067307692307683,7491.899038461529,0,2,0.21990872789503707
Volunteer State Community College,"Nashville, TN",44.08447488584474,0.2374429223744297,8282.257990867578,1,2,0.00538608938836813
Wabash Valley College,"Evansville, IN",5.53225806451613,2.1431451612903154,2945.556451612899,1,2,0.3873906705539345
Wake Technical Community College,"Raleigh, NC",34.61214374225525,4.18711276332094,20924.260223048357,0,2,0.12097236144923386
Walla Walla Community College,"Kennewick, WA",15.649175412293808,5.243628185907063,4062.9572713643024,1,2,0.33507376892125135
Walters State Community College,"Morristown, TN",47.51605504587157,1.1582568807339457,6109.155963302754,0,2,0.024376116233045336
Warren County Community College,"Newark, NJ & Jersey City, NJ",7.604705882352929,0.5999999999999993,3029.0658823529434,1,2,0.07889851485148518
Washington County Community College,"Bangor, ME",4.467980295566506,2.438423645320195,463.24137931034466,1,2,0.545755237045203
Washington State Community College,"Parkersburg, WV",6.2265193370165735,1.0475138121546954,1818.9049723756907,0,2,0.16823425022182778
Washtenaw Community College,"Detroit, MI",34.34858886346299,4.444698703279946,12149.77192982457,0,2,0.1293997468410653
Waubonsee Community College,"Chicago, IL",17.369516728624543,5.985873605947947,9727.434200743512,1,2,0.34461946751134254
Waukesha County Technical College,"Milwaukee, WI",21.867632850241556,4.613526570048308,8096.5652173913095,0,2,0.21097512481774386
Wayne Community College,"Greenville, NC",14.829581993569171,4.127545551982854,3342.7224008574444,1,2,0.2783318878288517
Wayne County Community College District,"Detroit, MI",21.69278033794163,2.5130568356374785,15435.76113671276,0,2,0.11584761365245703
Weatherford College,"Fort Worth, TX",25.626785714285724,0.35178571428571487,5703.980357142857,1,2,0.0137272663925859
Wenatchee Valley College,"Wenatchee, WA",21.615963855421676,2.93222891566264,3315.983433734936,0,2,0.13565108339719878
West Georgia Technical College,"Anniston, AL",21.249417249417288,6.313908313908314,6824.148407148411,1,2,0.2971332455755443
West Hills College Coalinga,"Fresno, CA",12.44827586206897,0.35632183908045983,2747.0114942528735,1,2,0.0286241920590951
West Hills College Lemoore,"Fresno, CA",12.122222222222222,0.4444444444444443,3915.3333333333335,1,2,0.036663611365719516
West Hills College-Coalinga,"Fresno, CA",19.23796033994333,2.1048158640226595,3560.4532577903674,1,2,0.1094095125901928
West Hills College-Lemoore,"Fresno, CA",19.792105263157893,1.1026315789473693,4019.0131578947367,1,2,0.055710676771705936
West Kentucky Community and Technical College,"Paducah, KY",30.12476190476189,8.595238095238106,6277.289523809522,1,2,0.2853213619550446
West Los Angeles College,"Los Angeles, CA",16.855970829535032,1.4466727438468567,10987.356426618044,0,2,0.08582553674760737
West Shore Community College,"Ludington, MI & Manistee, MI",4.655999999999997,0.28160000000000013,1220.284799999999,1,2,0.06048109965635745
West Valley College,"San Jose, CA",11.338380015140045,0.8781226343679007,8546.763815291435,0,2,0.07744692215249012
West Virginia Northern Community College,"Wheeling, WV",10.75251509054325,0.8209255533199189,1826.8571428571413,0,2,0.07634730538922156
Western Dakota Technical College,"Rapid City, SD",9.074999999999998,2.9000000000000004,1232.7000000000003,1,2,0.31955922865013786
Western Dakota Technical Institute,"Rapid City, SD",9.215258855585832,2.705722070844687,1027.2152588555862,1,2,0.2936132465996452
Western Iowa Tech Community College,"Sioux City, IA",15.0244956772334,2.4409221902017353,5964.211815561958,0,2,0.16246283686582982
Western Nebraska Community College,"Cheyenne, WY",4.413502109704644,0.7805907172995793,1807.2679324894486,1,2,0.17686424474187398
Western Nevada College,"Reno, NV",13.20915032679738,2.904575163398687,3882.7320261437935,1,2,0.21989114299851525
Western Oklahoma State College,"Altus, OK",12,0.12111801242236037,2166.6925465838463,1,2,0.010093167701863364
Western Piedmont Community College,"Hickory, NC",7.69134396355353,0.8337129840546688,2140.1230068337104,0,2,0.10839626832518869
Western Technical College,"La Crosse, WI",16.41242450388264,2.9861949956859375,4291.905090595346,0,2,0.18194721900956815
Western Texas College,"Snyder, TX",7.104454685099849,2.416282642089091,2142.786482334873,1,2,0.3401081081081076
Western Wyoming Community College,"Rock Springs, WY",5.705093833780161,1.4084003574620196,3184.168007149237,1,2,0.24686716791979949
Westmoreland County Community College,"Pittsburgh, PA",7.1093651791326185,0.9893148962916402,5422.294783155265,0,2,0.13915657324728142
Wharton County Junior College,"Houston, TX",13.926521239954079,3.035591274397247,6695.520091848452,1,2,0.21797197032151702
Whatcom Community College,"Seattle, WA",28.93834296724468,0.4296724470134874,4083.3737957610824,1,2,0.014847859378121055
White Mountains Community College,"Lebanon, NH & Claremont, NH",5.104672897196262,1.5308411214953268,765.3906542056083,1,2,0.2998901501281581
Wichita Area Technical College,"Wichita, KS",16.42572062084258,6.405764966740579,2902.099778270511,1,2,0.38998380129589627
Wichita State University-Campus of Applied Sciences and Technology,"Wichita, KS",19.297693920335444,11.083857442347998,4814.174004192873,1,2,0.5743617599130898
Wilkes Community College,"Winston-Salem, NC",10.042842215255984,2.332288401253932,2607.564263322883,1,2,0.23223389865778987
William Rainey Harper College,"Chicago, IL",37.139101861993474,5.579408543263957,13665.067907995624,0,2,0.1502300342102155
Williamsburg Technical College,"Myrtle Beach, SC",6.666666666666666,1.0984848484848484,703.8257575757576,1,2,0.16477272727272727
Williston State College,"Williston, ND",9.266666666666675,1.103703703703705,963.3506172839504,1,2,0.11910471622701842
Wilson Community College,"Rocky Mount, NC & Wilson, NC",7.201183431952662,0.7855029585798803,1848.5088757396454,1,2,0.10907970419063252
Windward Community College,"Honolulu, HI",56.08571428571429,3.6285714285714286,2540.1714285714284,1,2,0.06469689251146205
Wiregrass Georgia Technical College,"Valdosta, GA",11.918228279386664,3.229982964224884,4154.215218625777,0,2,0.2710120068610655
Wisconsin Indianhead Technical College,"Rice Lake, WI",28.38095238095239,5.84639016897082,3172.646697388634,1,2,0.20599696904091808
Woodland Community College,"Sacramento, CA",13.813664596273243,2.2567287784679144,3352.9026915113855,1,2,0.1633693045563559
Wor-Wic Community College,"Dover, DE",12.80747663551402,0.3289719626168223,3192.02242990654,1,2,0.02568593111500291
Wytheville Community College,"Wytheville, VA & Galax, VA",17.551219512195146,1.1674796747967515,2900.915447154474,1,2,0.06651843616824173
Yakima Valley College,"Yakima, WA",14.56298600311042,0.43390357698289284,4009.970451010887,0,2,0.029794959419051695
Yakima Valley Community College,"Yakima, WA",17.76767676767676,0.5479797979797977,4146.90909090909,0,2,0.030841387151790786
Yavapai College,"Prescott Valley, AZ & Flagstaff, AZ",16.689302325581405,1.5320930232558159,7557.827906976743,0,2,0.09180090295970131
York County Community College,"Portland, ME",8.946666666666667,1.1600000000000006,1644.6899999999998,1,2,0.12965722801788382
York Technical College,"Charlotte, NC",15.0962962962963,3.412345679012354,4777.470370370371,0,2,0.2260385999345769
Yuba College,"Sacramento, CA",15.603483606557406,3.140368852459026,6250.995901639348,0,2,0.20126075251165565
Zane State College,"Parkersburg, WV",7.488235294117639,1.3352941176470587,2699.0376470588153,1,2,0.17831893165750215
