cz,is_green_soc,year,num_postings
288,1,2010,221
288,1,2011,308
288,1,2012,369
288,1,2013,1618
288,1,2014,1963
288,1,2015,1974
288,1,2016,2151
288,1,2017,1755
288,1,2018,1758
288,1,2019,1153
288,1,2020,1348
288,1,2021,2013
288,1,2022,2091
288,1,2023,1310
288,1,2024,1240
289,0,2010,6709
289,0,2011,9051
289,0,2012,8086
289,0,2013,11785
289,0,2014,15285
289,0,2015,19535
289,0,2016,21403
289,0,2017,22643
289,0,2018,19839
289,0,2019,13791
289,0,2020,14237
289,0,2021,19361
289,0,2022,16244
289,0,2023,12637
289,0,2024,14470
289,1,2010,690
289,1,2011,1103
289,1,2012,1131
289,1,2013,1570
289,1,2014,2374
289,1,2015,2889
289,1,2016,3057
289,1,2017,3078
289,1,2018,2672
289,1,2019,2081
289,1,2020,1842
289,1,2021,2464
289,1,2022,2062
289,1,2023,1663
289,1,2024,1936
290,0,2010,154
290,0,2011,252
290,0,2012,308
290,0,2013,928
290,0,2014,1089
290,0,2015,1046
290,0,2016,1489
290,0,2017,1513
290,0,2018,1214
290,0,2019,852
290,0,2020,1023
290,0,2021,1261
290,0,2022,1276
290,0,2023,1118
290,0,2024,2040
290,1,2010,51
290,1,2011,41
290,1,2012,48
290,1,2013,216
290,1,2014,244
290,1,2015,199
290,1,2016,188
290,1,2017,212
290,1,2018,140
290,1,2019,147
290,1,2020,152
290,1,2021,312
290,1,2022,240
290,1,2023,211
290,1,2024,288
291,0,2010,142
291,0,2011,117
291,0,2012,156
291,0,2013,515
291,0,2014,731
291,0,2015,648
291,0,2016,785
291,0,2017,747
291,0,2018,773
291,0,2019,540
291,0,2020,562
291,0,2021,636
291,0,2022,414
291,0,2023,315
291,0,2024,490
291,1,2010,15
291,1,2011,24
291,1,2012,15
291,1,2013,30
291,1,2014,108
291,1,2015,122
291,1,2016,121
291,1,2017,106
291,1,2018,118
291,1,2019,93
291,1,2020,114
291,1,2021,159
291,1,2022,87
291,1,2023,55
291,1,2024,154
292,0,2010,108
292,0,2011,114
292,0,2012,147
292,0,2013,568
292,0,2014,831
292,0,2015,844
292,0,2016,945
292,0,2017,885
292,0,2018,862
292,0,2019,733
292,0,2020,843
292,0,2021,1000
292,0,2022,1063
292,0,2023,894
292,0,2024,800
292,1,2010,48
292,1,2011,79
292,1,2012,59
292,1,2013,182
292,1,2014,171
292,1,2015,161
292,1,2016,200
292,1,2017,195
292,1,2018,153
292,1,2019,181
292,1,2020,215
292,1,2021,362
292,1,2022,338
292,1,2023,289
292,1,2024,164
293,0,2010,2931
293,0,2011,5243
293,0,2012,4310
293,0,2013,9556
293,0,2014,10659
293,0,2015,10006
293,0,2016,11059
293,0,2017,11367
293,0,2018,10463
293,0,2019,8392
293,0,2020,13497
293,0,2021,15609
293,0,2022,16099
293,0,2023,13151
293,0,2024,13542
293,1,2010,383
293,1,2011,1032
293,1,2012,734
293,1,2013,2025
293,1,2014,2374
293,1,2015,2340
293,1,2016,1841
293,1,2017,2082
293,1,2018,1923
293,1,2019,1345
293,1,2020,2013
293,1,2021,2819
293,1,2022,2880
293,1,2023,2494
293,1,2024,2621
294,0,2010,2683
294,0,2011,4282
294,0,2012,5351
294,0,2013,13377
294,0,2014,9503
294,0,2015,7639
294,0,2016,10769
294,0,2017,9235
294,0,2018,8886
294,0,2019,6960
294,0,2020,8331
294,0,2021,10769
294,0,2022,12645
294,0,2023,11844
294,0,2024,14746
294,1,2010,313
294,1,2011,508
294,1,2012,929
294,1,2013,1971
294,1,2014,1531
294,1,2015,1335
294,1,2016,1545
294,1,2017,1177
294,1,2018,1328
294,1,2019,1119
294,1,2020,1155
294,1,2021,1539
294,1,2022,1726
294,1,2023,1706
294,1,2024,1748
295,0,2010,14398
295,0,2011,19254
295,0,2012,19649
295,0,2013,30304
295,0,2014,37367
295,0,2015,64698
295,0,2016,58344
295,0,2017,39115
295,0,2018,35501
295,0,2019,31120
295,0,2020,34570
295,0,2021,48648
295,0,2022,57978
295,0,2023,64277
295,0,2024,64792
295,1,2010,1771
295,1,2011,2576
295,1,2012,2618
295,1,2013,4427
295,1,2014,5693
295,1,2015,9886
295,1,2016,8587
295,1,2017,5235
295,1,2018,4694
295,1,2019,4281
295,1,2020,4525
295,1,2021,6551
295,1,2022,9775
295,1,2023,9863
295,1,2024,8218
296,0,2010,7795
296,0,2011,9693
296,0,2012,10644
296,0,2013,17978
296,0,2014,19440
296,0,2015,20479
296,0,2016,22840
296,0,2017,24427
296,0,2018,24845
296,0,2019,17097
296,0,2020,18999
296,0,2021,25837
296,0,2022,24962
296,0,2023,18214
296,0,2024,19267
296,1,2010,1047
296,1,2011,1723
296,1,2012,1863
296,1,2013,3158
296,1,2014,3740
296,1,2015,3800
296,1,2016,3738
296,1,2017,4364
296,1,2018,4068
296,1,2019,2743
296,1,2020,2433
296,1,2021,3966
296,1,2022,3356
296,1,2023,2430
296,1,2024,3243
297,0,2010,4826
297,0,2011,4583
297,0,2012,4739
297,0,2013,8373
297,0,2014,9741
297,0,2015,13134
297,0,2016,13957
297,0,2017,16714
297,0,2018,15670
297,0,2019,10019
297,0,2020,9130
297,0,2021,12082
297,0,2022,11406
297,0,2023,10600
297,0,2024,11397
297,1,2010,532
297,1,2011,654
297,1,2012,1050
297,1,2013,1357
297,1,2014,1564
297,1,2015,1870
297,1,2016,1930
297,1,2017,2314
297,1,2018,2198
297,1,2019,1500
297,1,2020,1242
297,1,2021,1679
297,1,2022,1560
297,1,2023,1826
297,1,2024,1569
298,0,2010,1187
298,0,2011,876
298,0,2012,872
298,0,2013,2305
298,0,2014,3068
298,0,2015,3214
298,0,2016,3398
298,0,2017,3629
298,0,2018,3343
298,0,2019,2292
298,0,2020,2749
298,0,2021,3255
298,0,2022,2233
298,0,2023,2902
298,0,2024,3363
298,1,2010,69
298,1,2011,108
298,1,2012,142
298,1,2013,439
298,1,2014,447
298,1,2015,416
298,1,2016,403
298,1,2017,427
298,1,2018,390
298,1,2019,298
298,1,2020,302
298,1,2021,363
298,1,2022,273
298,1,2023,331
298,1,2024,481
299,0,2010,15102
299,0,2011,18792
299,0,2012,18026
299,0,2013,27899
299,0,2014,33242
299,0,2015,34373
299,0,2016,37211
299,0,2017,33788
299,0,2018,40240
299,0,2019,39559
299,0,2020,44018
299,0,2021,63164
299,0,2022,62986
299,0,2023,68137
299,0,2024,70380
299,1,2010,1842
299,1,2011,2692
299,1,2012,2927
299,1,2013,4348
299,1,2014,4627
299,1,2015,4582
299,1,2016,5100
299,1,2017,4601
299,1,2018,5307
299,1,2019,5142
299,1,2020,5038
299,1,2021,7278
299,1,2022,7380
299,1,2023,8215
299,1,2024,8633
300,0,2010,2157
300,0,2011,1508
300,0,2012,1741
300,0,2013,3343
300,0,2014,3834
300,0,2015,5010
300,0,2016,5784
300,0,2017,5246
300,0,2018,4359
300,0,2019,3079
300,0,2020,3371
300,0,2021,4151
300,0,2022,4249
300,0,2023,3699
300,0,2024,3197
300,1,2010,172
300,1,2011,190
300,1,2012,233
300,1,2013,390
300,1,2014,473
300,1,2015,560
300,1,2016,539
300,1,2017,487
300,1,2018,579
300,1,2019,388
300,1,2020,463
300,1,2021,482
300,1,2022,534
300,1,2023,468
300,1,2024,423
301,0,2010,1047
301,0,2011,795
301,0,2012,891
301,0,2013,1762
301,0,2014,2070
301,0,2015,2578
301,0,2016,3112
301,0,2017,3735
301,0,2018,3761
301,0,2019,2548
301,0,2020,2223
301,0,2021,2544
301,0,2022,1864
301,0,2023,2585
301,0,2024,2561
301,1,2010,73
301,1,2011,105
301,1,2012,174
301,1,2013,257
301,1,2014,359
301,1,2015,388
301,1,2016,466
301,1,2017,564
301,1,2018,585
301,1,2019,292
301,1,2020,333
301,1,2021,371
301,1,2022,274
301,1,2023,427
301,1,2024,405
302,0,2010,2554
302,0,2011,3994
302,0,2012,2732
302,0,2013,4519
302,0,2014,5404
302,0,2015,6625
302,0,2016,7110
302,0,2017,7110
302,0,2018,7307
302,0,2019,5612
302,0,2020,5730
302,0,2021,6387
302,0,2022,4988
302,0,2023,6293
302,0,2024,6142
302,1,2010,335
302,1,2011,714
302,1,2012,482
302,1,2013,960
302,1,2014,995
302,1,2015,814
302,1,2016,781
302,1,2017,846
302,1,2018,1105
302,1,2019,966
302,1,2020,670
302,1,2021,849
302,1,2022,635
302,1,2023,1053
302,1,2024,1010
303,0,2010,2481
303,0,2011,2497
303,0,2012,2287
303,0,2013,4469
303,0,2014,5050
303,0,2015,6724
303,0,2016,7169
303,0,2017,6965
303,0,2018,7413
303,0,2019,5565
303,0,2020,5189
303,0,2021,6078
303,0,2022,4835
303,0,2023,5919
303,0,2024,6366
303,1,2010,230
303,1,2011,316
303,1,2012,347
303,1,2013,656
303,1,2014,892
303,1,2015,788
303,1,2016,740
303,1,2017,719
303,1,2018,930
303,1,2019,700
303,1,2020,557
303,1,2021,647
303,1,2022,566
303,1,2023,723
303,1,2024,751
304,0,2010,4472
304,0,2011,5101
304,0,2012,4468
304,0,2013,11004
304,0,2014,14796
304,0,2015,13476
304,0,2016,13281
304,0,2017,13348
304,0,2018,11440
304,0,2019,9409
304,0,2020,8510
304,0,2021,10975
304,0,2022,10148
304,0,2023,12123
304,0,2024,12439
304,1,2010,433
304,1,2011,639
304,1,2012,533
304,1,2013,1668
304,1,2014,2330
304,1,2015,1986
304,1,2016,1731
304,1,2017,1616
304,1,2018,1474
304,1,2019,1209
304,1,2020,948
304,1,2021,1370
304,1,2022,1099
304,1,2023,1322
304,1,2024,1325
305,0,2010,10363
305,0,2011,13084
305,0,2012,10696
305,0,2013,18370
305,0,2014,18604
305,0,2015,19476
305,0,2016,21124
305,0,2017,21235
305,0,2018,19904
305,0,2019,16142
305,0,2020,15399
305,0,2021,21901
305,0,2022,20415
305,0,2023,22080
305,0,2024,21918
305,1,2010,1480
305,1,2011,2001
305,1,2012,1826
305,1,2013,3001
305,1,2014,2676
305,1,2015,2783
305,1,2016,2884
305,1,2017,2924
305,1,2018,2751
305,1,2019,2531
305,1,2020,2421
305,1,2021,3225
305,1,2022,3287
305,1,2023,3709
305,1,2024,3586
306,0,2010,75887
306,0,2011,85899
306,0,2012,69109
306,0,2013,103401
306,0,2014,119847
306,0,2015,155689
306,0,2016,153375
306,0,2017,146375
306,0,2018,237341
306,0,2019,278184
306,0,2020,278397
306,0,2021,310068
306,0,2022,342358
306,0,2023,258918
306,0,2024,239397
306,1,2010,8651
306,1,2011,10598
306,1,2012,8311
306,1,2013,13271
306,1,2014,16188
306,1,2015,17843
306,1,2016,17619
306,1,2017,17917
306,1,2018,30279
306,1,2019,36197
306,1,2020,34828
306,1,2021,39676
306,1,2022,43618
306,1,2023,33945
306,1,2024,32008
307,0,2010,728
307,0,2011,1273
307,0,2012,1308
307,0,2013,4373
307,0,2014,2769
307,0,2015,2075
307,0,2016,3182
307,0,2017,3393
307,0,2018,2170
307,0,2019,1141
307,0,2020,1269
307,0,2021,1792
307,0,2022,2725
307,0,2023,3449
307,0,2024,3044
307,1,2010,44
307,1,2011,121
307,1,2012,138
307,1,2013,513
307,1,2014,317
307,1,2015,234
307,1,2016,351
307,1,2017,298
307,1,2018,176
307,1,2019,169
307,1,2020,162
307,1,2021,209
307,1,2022,321
307,1,2023,483
307,1,2024,411
308,0,2010,925
308,0,2011,642
308,0,2012,639
308,0,2013,1021
308,0,2014,1567
308,0,2015,1808
308,0,2016,2149
308,0,2017,2644
308,0,2018,2076
308,0,2019,1233
308,0,2020,1920
308,0,2021,2463
308,0,2022,2821
308,0,2023,3768
308,0,2024,6009
308,1,2010,156
308,1,2011,64
308,1,2012,119
308,1,2013,179
308,1,2014,330
308,1,2015,190
308,1,2016,213
308,1,2017,247
308,1,2018,224
308,1,2019,183
308,1,2020,223
308,1,2021,272
308,1,2022,439
308,1,2023,582
308,1,2024,930
309,0,2010,12646
309,0,2011,16474
309,0,2012,18356
309,0,2013,18892
309,0,2014,20350
309,0,2015,19870
309,0,2016,23252
309,0,2017,27162
309,0,2018,30150
309,0,2019,26831
309,0,2020,27803
309,0,2021,44907
309,0,2022,56777
309,0,2023,61033
309,0,2024,60195
309,1,2010,1412
309,1,2011,2370
309,1,2012,2877
309,1,2013,2369
309,1,2014,2585
309,1,2015,2259
309,1,2016,2604
309,1,2017,2902
309,1,2018,3020
309,1,2019,2757
309,1,2020,2941
309,1,2021,5284
309,1,2022,6558
309,1,2023,6501
309,1,2024,6848
310,0,2010,16974
310,0,2011,24744
310,0,2012,24424
310,0,2013,31743
310,0,2014,34910
310,0,2015,30514
310,0,2016,35763
310,0,2017,37416
310,0,2018,39698
310,0,2019,36909
310,0,2020,42674
310,0,2021,67318
310,0,2022,78149
310,0,2023,76852
310,0,2024,70832
310,1,2010,1760
310,1,2011,2975
310,1,2012,2911
310,1,2013,3669
310,1,2014,4167
310,1,2015,3311
310,1,2016,4173
310,1,2017,4267
310,1,2018,3854
310,1,2019,4033
310,1,2020,4804
310,1,2021,8063
310,1,2022,10017
310,1,2023,9600
310,1,2024,8103
311,0,2010,1914
311,0,2011,2973
311,0,2012,3152
311,0,2013,5187
311,0,2014,5767
311,0,2015,5617
311,0,2016,7329
311,0,2017,8183
311,0,2018,6633
311,0,2019,5141
311,0,2020,5695
311,0,2021,7045
311,0,2022,8969
311,0,2023,10375
311,0,2024,8293
311,1,2010,156
311,1,2011,416
311,1,2012,487
311,1,2013,685
311,1,2014,719
311,1,2015,813
311,1,2016,922
311,1,2017,914
311,1,2018,693
311,1,2019,602
311,1,2020,694
311,1,2021,968
311,1,2022,980
311,1,2023,1263
311,1,2024,1041
312,0,2010,3591
312,0,2011,5095
312,0,2012,5085
312,0,2013,6783
312,0,2014,6647
312,0,2015,6885
312,0,2016,9014
312,0,2017,9175
312,0,2018,8954
312,0,2019,6148
312,0,2020,6121
312,0,2021,6749
312,0,2022,8852
312,0,2023,7665
312,0,2024,8827
312,1,2010,239
312,1,2011,558
312,1,2012,724
312,1,2013,740
312,1,2014,879
312,1,2015,895
312,1,2016,1085
312,1,2017,929
312,1,2018,942
312,1,2019,676
312,1,2020,656
312,1,2021,928
312,1,2022,1116
312,1,2023,908
312,1,2024,988
313,0,2010,718
313,0,2011,1109
313,0,2012,1276
313,0,2013,2393
313,0,2014,2155
313,0,2015,2916
313,0,2016,3331
313,0,2017,3202
313,0,2018,2479
313,0,2019,1615
313,0,2020,1602
313,0,2021,1741
313,0,2022,3093
313,0,2023,2671
313,0,2024,2528
313,1,2010,88
313,1,2011,120
313,1,2012,146
313,1,2013,180
313,1,2014,242
313,1,2015,293
313,1,2016,305
313,1,2017,270
313,1,2018,183
313,1,2019,168
313,1,2020,121
313,1,2021,166
313,1,2022,224
313,1,2023,151
313,1,2024,177
314,0,2010,1067
314,0,2011,1894
314,0,2012,1856
314,0,2013,2548
314,0,2014,2497
314,0,2015,2243
314,0,2016,3037
314,0,2017,3648
314,0,2018,3028
314,0,2019,2227
314,0,2020,2217
314,0,2021,3118
314,0,2022,3688
314,0,2023,4385
314,0,2024,3659
314,1,2010,44
314,1,2011,114
314,1,2012,108
314,1,2013,210
314,1,2014,170
314,1,2015,122
314,1,2016,205
314,1,2017,302
314,1,2018,178
314,1,2019,152
314,1,2020,122
314,1,2021,296
314,1,2022,307
314,1,2023,322
314,1,2024,275
315,0,2010,481
315,0,2011,719
315,0,2012,749
315,0,2013,964
315,0,2014,1101
315,0,2015,1008
315,0,2016,1521
315,0,2017,2141
315,0,2018,1743
315,0,2019,1101
315,0,2020,1117
315,0,2021,1159
315,0,2022,1435
315,0,2023,1755
315,0,2024,1283
315,1,2010,22
315,1,2011,60
315,1,2012,88
315,1,2013,86
315,1,2014,99
315,1,2015,117
315,1,2016,148
315,1,2017,171
315,1,2018,151
315,1,2019,92
315,1,2020,98
315,1,2021,115
315,1,2022,173
315,1,2023,174
315,1,2024,165
316,0,2010,344
316,0,2011,480
316,0,2012,1054
316,0,2013,1156
316,0,2014,1205
316,0,2015,1200
316,0,2016,1437
316,0,2017,1726
316,0,2018,1188
316,0,2019,842
316,0,2020,847
316,0,2021,1011
316,0,2022,1119
316,0,2023,1511
316,0,2024,1324
316,1,2010,35
316,1,2011,81
316,1,2012,139
316,1,2013,129
316,1,2014,172
316,1,2015,117
316,1,2016,170
316,1,2017,170
316,1,2018,99
316,1,2019,76
316,1,2020,84
316,1,2021,162
316,1,2022,145
316,1,2023,133
316,1,2024,170
317,0,2010,324
317,0,2011,486
317,0,2012,495
317,0,2013,783
317,0,2014,1041
317,0,2015,1046
317,0,2016,1192
317,0,2017,1547
317,0,2018,1314
317,0,2019,672
317,0,2020,561
317,0,2021,591
317,0,2022,720
317,0,2023,855
317,0,2024,758
317,1,2010,28
317,1,2011,100
317,1,2012,139
317,1,2013,193
317,1,2014,171
317,1,2015,148
317,1,2016,171
317,1,2017,131
317,1,2018,121
317,1,2019,56
317,1,2020,51
317,1,2021,76
317,1,2022,67
317,1,2023,121
317,1,2024,98
318,0,2010,2447
318,0,2011,3653
318,0,2012,4048
318,0,2013,4905
318,0,2014,5192
318,0,2015,4759
318,0,2016,6779
318,0,2017,6863
318,0,2018,6040
318,0,2019,4379
318,0,2020,4581
318,0,2021,4996
318,0,2022,7236
318,0,2023,8292
318,0,2024,7520
318,1,2010,166
318,1,2011,410
318,1,2012,458
318,1,2013,585
318,1,2014,591
318,1,2015,576
318,1,2016,853
318,1,2017,911
318,1,2018,542
318,1,2019,450
318,1,2020,426
318,1,2021,627
318,1,2022,989
318,1,2023,991
318,1,2024,824
319,0,2010,1232
319,0,2011,1215
319,0,2012,1565
319,0,2013,2206
319,0,2014,2770
319,0,2015,2517
319,0,2016,2960
319,0,2017,3923
319,0,2018,3067
319,0,2019,1882
319,0,2020,2446
319,0,2021,2471
319,0,2022,3817
319,0,2023,3420
319,0,2024,3172
319,1,2010,87
319,1,2011,125
319,1,2012,202
319,1,2013,255
319,1,2014,308
319,1,2015,290
319,1,2016,335
319,1,2017,415
319,1,2018,251
319,1,2019,158
319,1,2020,198
319,1,2021,324
319,1,2022,327
319,1,2023,267
319,1,2024,253
320,0,2010,624
320,0,2011,549
320,0,2012,537
320,0,2013,1062
320,0,2014,1624
320,0,2015,1584
320,0,2016,1870
320,0,2017,2049
320,0,2018,1646
320,0,2019,886
320,0,2020,726
320,0,2021,860
320,0,2022,1199
320,0,2023,2009
320,0,2024,1875
320,1,2010,43
320,1,2011,99
320,1,2012,125
320,1,2013,102
320,1,2014,144
320,1,2015,127
320,1,2016,154
320,1,2017,171
320,1,2018,116
320,1,2019,111
320,1,2020,90
320,1,2021,123
320,1,2022,198
320,1,2023,196
320,1,2024,165
321,0,2010,1428
321,0,2011,1558
321,0,2012,1569
321,0,2013,2222
321,0,2014,2432
321,0,2015,2422
321,0,2016,3632
321,0,2017,4137
321,0,2018,3613
321,0,2019,2422
321,0,2020,2748
321,0,2021,2479
321,0,2022,3432
321,0,2023,3739
321,0,2024,3417
321,1,2010,161
321,1,2011,221
321,1,2012,245
321,1,2013,331
321,1,2014,322
321,1,2015,254
321,1,2016,398
321,1,2017,468
321,1,2018,350
321,1,2019,295
321,1,2020,272
321,1,2021,327
321,1,2022,322
321,1,2023,321
321,1,2024,329
322,0,2010,891
322,0,2011,1391
322,0,2012,1215
322,0,2013,1669
322,0,2014,2044
322,0,2015,1732
322,0,2016,2401
322,0,2017,2372
322,0,2018,2021
322,0,2019,1257
322,0,2020,1458
322,0,2021,2383
322,0,2022,3191
322,0,2023,3360
322,0,2024,2836
322,1,2010,53
322,1,2011,146
322,1,2012,177
322,1,2013,201
322,1,2014,227
322,1,2015,239
322,1,2016,302
322,1,2017,234
322,1,2018,195
322,1,2019,154
322,1,2020,162
322,1,2021,307
322,1,2022,397
322,1,2023,368
322,1,2024,323
323,0,2010,205
323,0,2011,197
323,0,2012,335
323,0,2013,857
323,0,2014,762
323,0,2015,998
323,0,2016,813
323,0,2017,701
323,0,2018,492
323,0,2019,351
323,0,2020,364
323,0,2021,450
323,0,2022,503
323,0,2023,683
323,0,2024,789
323,1,2010,15
323,1,2011,16
323,1,2012,21
323,1,2013,98
323,1,2014,128
323,1,2015,114
323,1,2016,131
323,1,2017,108
323,1,2018,110
323,1,2019,88
323,1,2020,99
323,1,2021,86
323,1,2022,66
323,1,2023,62
323,1,2024,62
324,0,2010,1103
324,0,2011,777
324,0,2012,1021
324,0,2013,1468
324,0,2014,2069
324,0,2015,2322
324,0,2016,3247
324,0,2017,3207
324,0,2018,2796
324,0,2019,1985
324,0,2020,2391
324,0,2021,2506
324,0,2022,3278
324,0,2023,3567
324,0,2024,2618
324,1,2010,125
324,1,2011,116
324,1,2012,137
324,1,2013,232
324,1,2014,366
324,1,2015,284
324,1,2016,307
324,1,2017,353
324,1,2018,363
324,1,2019,277
324,1,2020,219
324,1,2021,286
324,1,2022,538
324,1,2023,690
324,1,2024,351
325,0,2010,3121
325,0,2011,4034
325,0,2012,3203
325,0,2013,11276
325,0,2014,9240
325,0,2015,10231
325,0,2016,9880
325,0,2017,9756
325,0,2018,7858
325,0,2019,5317
325,0,2020,5796
325,0,2021,7298
325,0,2022,6080
325,0,2023,6634
325,0,2024,11702
325,1,2010,274
325,1,2011,526
325,1,2012,369
325,1,2013,1362
325,1,2014,1304
325,1,2015,1288
325,1,2016,975
325,1,2017,973
325,1,2018,762
325,1,2019,628
325,1,2020,659
325,1,2021,820
325,1,2022,686
325,1,2023,680
325,1,2024,947
326,0,2010,6210
326,0,2011,6656
326,0,2012,7724
326,0,2013,17097
326,0,2014,20418
326,0,2015,18774
326,0,2016,19114
326,0,2017,20803
326,0,2018,19728
326,0,2019,14740
326,0,2020,14177
326,0,2021,23113
326,0,2022,20456
326,0,2023,22480
326,0,2024,39724
326,1,2010,624
326,1,2011,783
326,1,2012,983
326,1,2013,2330
326,1,2014,2934
326,1,2015,2486
326,1,2016,2518
326,1,2017,2848
326,1,2018,2632
326,1,2019,2111
326,1,2020,2160
326,1,2021,3578
326,1,2022,3011
326,1,2023,3287
326,1,2024,5485
327,0,2010,6545
327,0,2011,9873
327,0,2012,12978
327,0,2013,19621
327,0,2014,18159
327,0,2015,18522
327,0,2016,16642
327,0,2017,17714
327,0,2018,18105
327,0,2019,17459
327,0,2020,17350
327,0,2021,28929
327,0,2022,34306
327,0,2023,32716
327,0,2024,33021
327,1,2010,846
327,1,2011,1443
327,1,2012,1648
327,1,2013,2540
327,1,2014,2771
327,1,2015,2283
327,1,2016,1944
327,1,2017,2080
327,1,2018,2280
327,1,2019,2334
327,1,2020,2289
327,1,2021,3687
327,1,2022,4737
327,1,2023,4435
327,1,2024,4044
328,0,2010,47
328,0,2011,132
328,0,2012,76
328,0,2013,192
328,0,2014,229
328,0,2015,314
328,0,2016,231
328,0,2017,279
328,0,2018,339
328,0,2019,179
328,0,2020,112
328,0,2021,135
328,0,2022,106
328,0,2023,115
328,0,2024,243
328,1,2010,13
328,1,2011,36
328,1,2012,14
328,1,2013,65
328,1,2014,54
328,1,2015,43
328,1,2016,24
328,1,2017,26
328,1,2018,20
328,1,2019,38
328,1,2020,38
328,1,2021,38
328,1,2022,41
328,1,2023,30
328,1,2024,29
329,0,2010,635
329,0,2011,675
329,0,2012,888
329,0,2013,2536
329,0,2014,2756
329,0,2015,3367
329,0,2016,2831
329,0,2017,3003
329,0,2018,2801
329,0,2019,2004
329,0,2020,1940
329,0,2021,2930
329,0,2022,4113
329,0,2023,4470
329,0,2024,3806
329,1,2010,78
329,1,2011,114
329,1,2012,167
329,1,2013,353
329,1,2014,437
329,1,2015,414
329,1,2016,297
329,1,2017,308
329,1,2018,364
329,1,2019,282
329,1,2020,271
329,1,2021,374
329,1,2022,458
329,1,2023,499
329,1,2024,392
330,0,2010,81
330,0,2011,68
330,0,2012,141
330,0,2013,334
330,0,2014,341
330,0,2015,303
330,0,2016,418
330,0,2017,342
330,0,2018,433
330,0,2019,235
330,0,2020,162
330,0,2021,215
330,0,2022,163
330,0,2023,205
330,0,2024,330
330,1,2010,11
330,1,2011,30
330,1,2012,25
330,1,2013,62
330,1,2014,39
330,1,2015,36
330,1,2016,30
330,1,2017,35
330,1,2018,41
330,1,2019,34
330,1,2020,46
330,1,2021,32
330,1,2022,15
330,1,2023,25
330,1,2024,42
331,0,2010,6147
331,0,2011,6486
331,0,2012,7162
331,0,2013,15088
331,0,2014,16213
331,0,2015,17286
331,0,2016,16262
331,0,2017,17297
331,0,2018,14025
331,0,2019,10825
331,0,2020,11572
331,0,2021,16832
331,0,2022,18814
331,0,2023,15865
331,0,2024,19423
331,1,2010,579
331,1,2011,659
331,1,2012,698
331,1,2013,1697
331,1,2014,2252
331,1,2015,1865
331,1,2016,1660
331,1,2017,1951
331,1,2018,1581
331,1,2019,1465
331,1,2020,1461
331,1,2021,2310
331,1,2022,2806
331,1,2023,2004
331,1,2024,2375
332,0,2010,168
332,0,2011,148
332,0,2012,168
332,0,2013,727
332,0,2014,855
332,0,2015,1148
332,0,2016,956
332,0,2017,974
332,0,2018,1068
332,0,2019,670
332,0,2020,839
332,0,2021,977
332,0,2022,419
332,0,2023,653
332,0,2024,1068
332,1,2010,16
332,1,2011,24
332,1,2012,27
332,1,2013,115
332,1,2014,166
332,1,2015,182
332,1,2016,126
332,1,2017,137
332,1,2018,162
332,1,2019,120
332,1,2020,182
332,1,2021,181
332,1,2022,57
332,1,2023,59
332,1,2024,139
333,0,2010,2155
333,0,2011,2402
333,0,2012,2985
333,0,2013,8486
333,0,2014,8691
333,0,2015,9355
333,0,2016,9908
333,0,2017,10265
333,0,2018,9001
333,0,2019,7379
333,0,2020,8034
333,0,2021,12425
333,0,2022,9534
333,0,2023,11623
333,0,2024,18565
333,1,2010,216
333,1,2011,246
333,1,2012,366
333,1,2013,1133
333,1,2014,1403
333,1,2015,1240
333,1,2016,1216
333,1,2017,1224
333,1,2018,957
333,1,2019,879
333,1,2020,1145
333,1,2021,2087
333,1,2022,1339
333,1,2023,1340
333,1,2024,2236
334,0,2010,5
334,0,2011,4
334,0,2012,10
334,0,2013,12
334,0,2014,29
334,0,2015,31
334,0,2016,27
334,0,2017,28
334,0,2018,58
334,0,2019,14
334,0,2020,16
334,0,2021,26
334,0,2022,8
334,0,2023,20
334,0,2024,26
334,1,2012,1
334,1,2013,8
334,1,2014,5
334,1,2015,5
334,1,2016,7
334,1,2017,6
334,1,2018,7
334,1,2019,4
334,1,2020,7
334,1,2021,3
334,1,2022,1
334,1,2023,5
334,1,2024,7
335,0,2010,442
335,0,2011,258
335,0,2012,429
335,0,2013,1225
335,0,2014,1275
335,0,2015,1590
335,0,2016,1402
335,0,2017,1777
335,0,2018,1364
335,0,2019,846
335,0,2020,855
335,0,2021,1088
335,0,2022,876
335,0,2023,1235
335,0,2024,1619
335,1,2010,57
335,1,2011,61
335,1,2012,62
335,1,2013,170
335,1,2014,179
335,1,2015,188
335,1,2016,134
335,1,2017,154
335,1,2018,115
335,1,2019,126
335,1,2020,138
335,1,2021,100
335,1,2022,90
335,1,2023,78
335,1,2024,132
336,0,2010,94
336,0,2011,95
336,0,2012,130
336,0,2013,86
336,0,2014,48
336,0,2015,110
336,0,2016,123
336,0,2017,181
336,0,2018,170
336,0,2019,77
336,0,2020,67
336,0,2021,108
336,0,2022,67
336,0,2023,101
336,0,2024,152
336,1,2010,13
336,1,2011,9
336,1,2012,15
336,1,2013,11
336,1,2014,13
336,1,2015,11
336,1,2016,12
336,1,2017,16
336,1,2018,14
336,1,2019,7
336,1,2020,11
336,1,2021,15
336,1,2022,10
336,1,2023,9
336,1,2024,21
337,0,2010,273
337,0,2011,249
337,0,2012,371
337,0,2013,1340
337,0,2014,1299
337,0,2015,1884
337,0,2016,1816
337,0,2017,1671
337,0,2018,1544
337,0,2019,711
337,0,2020,799
